NTD ID,Agency Name,City,State,Primary UZA Name,UACE Code,UZA Area SQ Miles,UZA Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
00001,King County (KCM) - Metro Transit Department,Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.6123524982200078,0.49197899733541484,0.46843510069023997,0.47594323973842867,0.5386869304199216,0.5927603249509159,0.5603034952047561,0.5901335529516606,0.6125609614977389,0.6256163278893975,0.6008350591290789,0.6052946322006563,0.6057873589948133,0.6239715274489334,0.5892758111358133,0.5946290474414255,0.5930986679597074,0.5772944720103684,0.5692250396986391,0.5780766263120453,0.5871122429068495,0.5844766278255505,0.5766358856591937,0.5764751572540108,0.5667336957779733,0.5617913145642779,0.5550826540383141,0.5809380473602591,0.5720389212695753,0.572049485696213,0.5561958107052881,0.533086434948532,0.538989573755721
00003,Pierce County Transportation Benefit Area Authority,Lakewood,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.6527781564086961,0.6572304345684995,0.6734697180159629,0.6568964547851489,0.668728644668655,0.6426640939864278,0.6186457635410824,0.5796968712086795,0.5803399625050445,0.6458738782840343,0.6383566168019226,0.6177535831063355,0.623511984296778,0.6059022887389246,0.6089883077292564,0.6093796697364559,0.6178244645002614,0.6045618155171912,0.6099029265783911,0.6156190249335125,0.6218033084384518,0.6027923756421423,0.6410557378866815,0.6139707831783356,0.5914245469896744,0.584893875008647,0.5677763914747804,0.5865946481995612,0.5826346251100742,0.556431942236829,0.5778886792198452,0.5511305330165319,0.5528814041359562
00005,City of Everett (ET),Everett,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.7294392154130499,0.6808125862946997,0.6408328324550013,0.679241385882597,0.7096228509006909,0.697882948350979,0.6998659454416393,0.6870622410124314,0.6863218990050325,0.6876639237348384,0.6629996725166822,0.6488323464664532,0.6956574763408471,0.6831157684882138,0.6628135386718201,0.5505908748517679,0.5473648485899063,0.6089612893602103,0.5914810396209204,0.5763518379741729,0.5950054678585662,0.5969677721927193,0.5656326694907999,0.565251836644181,0.5716913510832513,0.5618797926970898,0.5413868876453486,0.5639969602447348,0.5818930126070746,0.5252938487595772,0.5436825715904737,0.54993631735194,0.517807717650736
00023,City of Seattle (SMS),Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.3117192521478669,0.3394043792201371,0.36639337934891686,0.3137334138855606,0.2567872633364935,0.2869426555475969,0.30088053413609667,0.21625637597915465,0.3924529340346527,0.4149144408382987,0.47937757986218205,0.2963741281410571,0.3424392293938363,0.29946668803236093,0.3055765690982727,0.29900361245078894,0.31451724131117353,0.3563190833912167,0.4086908828685496,0.39417172990097404,0.41534033139777204,0.4455971589161377,0.47799656478331365,0.1380094811678933,0.21309031196464076,0.2045223970265057,0.2645867080227772,0.2596080656448919,0.23600246606249245,0.29400265390789043,0.28976622071266306,0.27454267068509025,0.22612642054972382
00028,County of Pierce,Tacoma,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.5156079610092253,0.32968911641058546,0.6580835719747515,0.49174148231699233,0.533055557491006,0.5229962404579966,0.36351960236947684,0.4148183564935992,0.5177346881017916,0.45096497691411863,0.4504696672515245,0.32882745701939875,0.4839676810029507,0.41695360023032735,0.503133171535269,0.43193597591016764,0.457378336118431,0.2771229967370641,0.3017005242390318,0.3206076400031144,0.5633767633142975,0.4875865184290085,0.6379301280494433,0.571944687047971,0.4770812528119161,0.4461395228026987,0.5586618821219455,0.35454658261775945,0.3901245448994135,0.50353139454363,0.49133747770696545,0.44838970261329736,0.36543458293691267
00029,Snohomish County Public Transportation Benefit Area Corporation (CT),Everett,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.5842525510978637,0.5801351216715882,0.5688155673776535,0.5687278843999833,0.5668735559133292,0.6170560598725384,0.6361373461170614,0.6199614524055295,0.6201464322834294,0.642330673704197,0.5992835806849517,0.5948643019249245,0.5906177511652866,0.5964974975519328,0.591852036344935,0.5839693945068475,0.5947135166045797,0.602969087526986,0.6030740960590234,0.6097541517077839,0.614915374365789,0.6097258700339724,0.5934190311915603,0.5843826436857306,0.5758301774379349,0.5730373484890829,0.5669401118754941,0.5813471002169024,0.5834485987750364,0.5726976022719203,0.5788687447092169,0.5624881459992439,0.5355965084080407
00035,Washington State Ferries (WSF),Olympia,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,0.7492879194529176,0.7621269242623959,0.8021445013009854,0.7804858316799284,0.8053292142203955,0.8035068995001422,0.7948672189976982,0.7996975744220304,0.8337279754240353,0.845905984650375,0.7752708643361513,0.6965669523409315,0.7309858185373816,0.7208116753449898,0.7408144215018218,0.7445379646493562,0.7415070297140165,0.7490886675427477,0.7530222973028677,0.790155219809757,0.7805478094389471,0.7963315000493493,0.7895719995912773,0.7872223854893776,0.7804036470964619,0.770602770314706,0.7712270468197576,0.7447173704061224,0.7493035600071262,0.7602514922685892,0.7317423938668243,0.7562345263033609,0.7556540896122501
00040,Central Puget Sound Regional Transit Authority (ST),Seattle,WA,"Seattle--Tacoma, WA",80389,982.52,3544011,,,,,,,,,0.0,0.10814451823873467,0.2378417428328416,0.09951062538078766,0.1549732948577695,0.15096220474837083,0.46489555200557037,0.4774409228953329,0.4917513742137876,0.49820614067066427,0.4651095054919856,0.4913162470020191,0.5103150059123095,0.49426296630979544,0.48958609489763044,0.4661513540947864,0.4693829270828291,0.461568226358626,0.4742694167575817,0.44647294361958445,0.4376980064636431,0.41261867507464633,0.39457301771838355,0.4070476085572968,0.38098054176763557
00002,Spokane Transit Authority (STA),Spokane,WA,"Spokane, WA",83764,171.67,447279,0.678216469945474,0.6017277580440789,0.5891923296085189,0.6101325901117712,0.5917078408745597,0.6219201245527269,0.6087199863408002,0.6059294505744964,0.6242647439711426,0.6385130807801312,0.6447056253822326,0.6263201945898714,0.6504813113054211,0.6611349095167305,0.6337803671700404,0.6519709306053421,0.6486374762096836,0.644070950411024,0.6419578576496552,0.6490617825551008,0.6406939112028379,0.6361396055876799,0.6289983315189642,0.6208671860289805,0.6124918136360804,0.5968004201218295,0.6020491061457088,0.6096366949818993,0.5858421327598821,0.5780699065435259,0.5746514822976633,0.5947774815267542,0.5914743702705321
00006,City of Yakima (YT),Yakima,WA,"Yakima, WA",97507,55.77,133145,0.49491850480843846,0.528326235717922,0.5212069224163014,0.7946263880244082,0.7619069020504103,0.6593349929769285,0.5553314010256095,0.5400121603292642,0.5425613338793972,0.5687970731988553,0.5783616709371083,0.5672741077043758,0.5699371928877487,0.5738829646300684,0.5932616778562242,0.5946611729244715,0.6163900318398415,0.6304668811306261,0.6062285518332391,0.6229855657988538,0.6276823809269669,0.6523731010882657,0.6553445132245357,0.6318035759713232,0.6385262403829228,0.6118478681969569,0.569997861514885,0.5949894836775051,0.5886329787147272,0.5931754582770346,0.5960744855319055,0.5979180031665171,0.615754730000979
